fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
36045,Jefferson,NY,RESIDENTIAL,5383,9.8,5.2
04015,Mohave,AZ,RESIDENTIAL,6745,8.8,8.3
21047,Christian,KY,RESIDENTIAL,4164,7.1,0.0
48421,Sherman,TX,RESIDENTIAL,5257,5.9,5.9
36091,Saratoga,NY,RESIDENTIAL,3491,5.6,0.0
21185,Oldham,KY,RESIDENTIAL,3665,4.2,0.0
36075,Oswego,NY,RESIDENTIAL,4273,3.9,3.2
36081,Queens,NY,RESIDENTIAL,4009,3.7,0.1
12099,Palm Beach,FL,RESIDENTIAL,5324,3.5,1.3
48453,Travis,TX,RESIDENTIAL,4623,3.2,2.7
35029,Luna,NM,RESIDENTIAL,5077,3.1,3.1
36005,Bronx,NY,RESIDENTIAL,3714,3.0,0.0
05107,Phillips,AR,RESIDENTIAL,3553,2.9,0.0
21213,Simpson,KY,RESIDENTIAL,4467,2.3,0.0
26033,Chippewa,MI,RESIDENTIAL,7161,2.3,2.3
36019,Clinton,NY,RESIDENTIAL,4435,2.3,0.4
27071,Koochiching,MN,RESIDENTIAL,5734,2.2,2.2
21161,Mason,KY,RESIDENTIAL,4537,2.2,2.2
21009,Barren,KY,RESIDENTIAL,4521,2.1,0.8
12086,Miami-Dade,FL,RESIDENTIAL,5121,1.9,0.5
06059,Orange,CA,RESIDENTIAL,3195,1.9,0.1
40081,Lincoln,OK,RESIDENTIAL,4663,1.8,1.1
06073,San Diego,CA,RESIDENTIAL,5231,1.8,0.5
31063,Frontier,NE,RESIDENTIAL,5422,1.8,1.8
24031,Montgomery,MD,RESIDENTIAL,3925,1.8,0.0
12011,Broward,FL,RESIDENTIAL,5026,1.8,0.3
12039,Gadsden,FL,RESIDENTIAL,2710,1.7,0.0
46013,Brown,SD,RESIDENTIAL,5000,1.7,1.7
26099,Macomb,MI,RESIDENTIAL,5803,1.7,1.7
01105,Perry,AL,RESIDENTIAL,3557,1.6,0.0
46105,Perkins,SD,RESIDENTIAL,4516,1.6,0.8
40145,Wagoner,OK,RESIDENTIAL,4005,1.6,0.0
21239,Woodford,KY,RESIDENTIAL,3580,1.6,0.0
40133,Seminole,OK,RESIDENTIAL,4721,1.6,1.2
17031,Cook,IL,RESIDENTIAL,5204,1.5,1.0
40049,Garvin,OK,RESIDENTIAL,4440,1.5,0.4
06037,Los Angeles,CA,RESIDENTIAL,4170,1.5,0.3
36105,Sullivan,NY,RESIDENTIAL,5482,1.5,0.4
36071,Orange,NY,RESIDENTIAL,4617,1.5,0.2
25001,Barnstable,MA,RESIDENTIAL,13898,1.5,1.5
40129,Roger Mills,OK,RESIDENTIAL,8413,1.5,1.5
26163,Wayne,MI,RESIDENTIAL,6530,1.5,1.5
45019,Charleston,SC,RESIDENTIAL,7109,1.5,1.2
53061,Snohomish,WA,RESIDENTIAL,1960,1.5,0.0
12115,Sarasota,FL,RESIDENTIAL,3310,1.4,0.0
29119,McDonald,MO,RESIDENTIAL,3076,1.4,0.0
26125,Oakland,MI,RESIDENTIAL,6608,1.4,1.4
21087,Green,KY,RESIDENTIAL,3310,1.4,0.0
12101,Pasco,FL,RESIDENTIAL,3183,1.4,0.0
35013,Doña Ana,NM,RESIDENTIAL,3730,1.4,0.0
27005,Becker,MN,RESIDENTIAL,7145,1.4,1.4
27141,Sherburne,MN,RESIDENTIAL,6446,1.3,1.3
40015,Caddo,OK,RESIDENTIAL,4510,1.3,0.7
05031,Craighead,AR,RESIDENTIAL,3643,1.3,0.0
36009,Cattaraugus,NY,RESIDENTIAL,4910,1.2,0.4
45015,Berkeley,SC,RESIDENTIAL,4208,1.2,0.0
36027,Dutchess,NY,RESIDENTIAL,2737,1.2,0.0
36063,Niagara,NY,RESIDENTIAL,4923,1.2,0.3
21001,Adair,KY,RESIDENTIAL,4040,1.2,0.0
48257,Kaufman,TX,RESIDENTIAL,4873,1.2,0.1
36013,Chautauqua,NY,RESIDENTIAL,5191,1.1,0.2
48359,Oldham,TX,RESIDENTIAL,6330,1.1,1.1
25021,Norfolk,MA,RESIDENTIAL,10778,1.1,1.1
29091,Howell,MO,RESIDENTIAL,3453,1.1,0.0
19043,Clayton,IA,RESIDENTIAL,2670,1.1,0.0
19065,Fayette,IA,RESIDENTIAL,2943,1.1,0.0
06065,Riverside,CA,RESIDENTIAL,5168,1.1,0.3
36059,Nassau,NY,RESIDENTIAL,3792,1.1,0.0
29101,Johnson,MO,RESIDENTIAL,4723,1.0,0.5
45083,Spartanburg,SC,RESIDENTIAL,2457,1.0,0.0
47109,McNairy,TN,RESIDENTIAL,2709,1.0,0.0
36065,Oneida,NY,RESIDENTIAL,4524,1.0,0.1
46123,Tripp,SD,RESIDENTIAL,6646,1.0,1.0
36021,Columbia,NY,RESIDENTIAL,3589,1.0,0.0
21137,Lincoln,KY,RESIDENTIAL,4285,1.0,0.0
47023,Chester,TN,RESIDENTIAL,2752,1.0,0.0
25017,Middlesex,MA,RESIDENTIAL,9682,1.0,1.0
30047,Lake,MT,RESIDENTIAL,4010,1.0,0.0
30087,Rosebud,MT,RESIDENTIAL,5183,1.0,1.0
45057,Lancaster,SC,RESIDENTIAL,3452,1.0,0.0
36049,Lewis,NY,RESIDENTIAL,4261,0.9,0.1
05123,St. Francis,AR,RESIDENTIAL,3207,0.9,0.0
47017,Carroll,TN,RESIDENTIAL,3004,0.9,0.0
35005,Chaves,NM,RESIDENTIAL,3820,0.9,0.8
08001,Adams,CO,RESIDENTIAL,2743,0.9,0.0
55099,Price,WI,RESIDENTIAL,4072,0.9,0.0
21031,Butler,KY,RESIDENTIAL,2778,0.9,0.0
25027,Worcester,MA,RESIDENTIAL,9614,0.9,0.9
29201,Scott,MO,RESIDENTIAL,3359,0.9,0.0
09001,Fairfield,CT,RESIDENTIAL,7481,0.9,0.9
01047,Dallas,AL,RESIDENTIAL,2543,0.9,0.0
26109,Menominee,MI,RESIDENTIAL,6204,0.9,0.9
05065,Izard,AR,RESIDENTIAL,2782,0.9,0.0
40101,Muskogee,OK,RESIDENTIAL,3620,0.9,0.0
18113,Noble,IN,RESIDENTIAL,5171,0.9,0.9
46115,Spink,SD,RESIDENTIAL,5211,0.9,0.9
27101,Murray,MN,RESIDENTIAL,8405,0.9,0.9
36047,Kings,NY,RESIDENTIAL,4090,0.9,0.3
40041,Delaware,OK,RESIDENTIAL,5016,0.9,0.5
19015,Boone,IA,RESIDENTIAL,3094,0.8,0.0
29029,Camden,MO,RESIDENTIAL,3529,0.8,0.0
46091,Marshall,SD,RESIDENTIAL,6182,0.8,0.8
28057,Itawamba,MS,RESIDENTIAL,1765,0.8,0.0
05009,Boone,AR,RESIDENTIAL,4036,0.8,0.0
29123,Madison,MO,RESIDENTIAL,3293,0.8,0.0
46079,Lake,SD,RESIDENTIAL,6000,0.8,0.8
12021,Collier,FL,RESIDENTIAL,3222,0.8,0.0
48229,Hudspeth,TX,RESIDENTIAL,2268,0.8,0.0
27001,Aitkin,MN,RESIDENTIAL,5826,0.8,0.5
27137,St. Louis,MN,RESIDENTIAL,5533,0.8,0.5
27045,Fillmore,MN,RESIDENTIAL,7891,0.8,0.8
26051,Gladwin,MI,RESIDENTIAL,6006,0.8,0.8
53033,King,WA,RESIDENTIAL,2851,0.8,0.0
27021,Cass,MN,RESIDENTIAL,6416,0.8,0.8
31097,Johnson,NE,RESIDENTIAL,5706,0.8,0.8
13165,Jenkins,GA,RESIDENTIAL,2986,0.8,0.0
05135,Sharp,AR,RESIDENTIAL,3632,0.8,0.0
40093,Major,OK,RESIDENTIAL,4534,0.8,0.0
35021,Harding,NM,RESIDENTIAL,5729,0.8,0.8
46053,Gregory,SD,RESIDENTIAL,5467,0.8,0.8
26081,Kent,MI,RESIDENTIAL,6507,0.8,0.8
31141,Platte,NE,RESIDENTIAL,5051,0.8,0.8
42019,Butler,PA,RESIDENTIAL,4614,0.8,0.1
33015,Rockingham,NH,RESIDENTIAL,7572,0.8,0.7
26117,Montcalm,MI,RESIDENTIAL,6781,0.8,0.8
40059,Harper,OK,RESIDENTIAL,2993,0.8,0.0
48165,Gaines,TX,RESIDENTIAL,4187,0.8,0.0
47069,Hardeman,TN,RESIDENTIAL,2614,0.8,0.0
36029,Erie,NY,RESIDENTIAL,4378,0.8,0.3
40057,Harmon,OK,RESIDENTIAL,4050,0.7,0.0
20003,Anderson,KS,RESIDENTIAL,6812,0.7,0.7
08123,Weld,CO,RESIDENTIAL,3183,0.7,0.0
55075,Marinette,WI,RESIDENTIAL,3672,0.7,0.0
01005,Barbour,AL,RESIDENTIAL,3233,0.7,0.0
05007,Benton,AR,RESIDENTIAL,4689,0.7,0.1
31185,York,NE,RESIDENTIAL,17841,0.7,0.7
48201,Harris,TX,RESIDENTIAL,3153,0.7,0.0
13099,Early,GA,RESIDENTIAL,3806,0.7,0.0
31131,Otoe,NE,RESIDENTIAL,5534,0.7,0.7
12083,Marion,FL,RESIDENTIAL,2663,0.7,0.0
33011,Hillsborough,NH,RESIDENTIAL,5854,0.7,0.7
45075,Orangeburg,SC,RESIDENTIAL,3784,0.7,0.4
23017,Oxford,ME,RESIDENTIAL,6495,0.7,0.7
12081,Manatee,FL,RESIDENTIAL,5209,0.7,0.1
13175,Laurens,GA,RESIDENTIAL,2976,0.7,0.0
