fips,county_name,state_abbr,turbine_class,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
18077,Jefferson,IN,large,11335,5.5,5.5
36073,Orleans,NY,large,4924,2.6,2.6
25009,Essex,MA,large,8227,1.3,1.3
36091,Saratoga,NY,large,1230,1.1,0.0
48113,Dallas,TX,large,6449,0.7,0.3
26099,Macomb,MI,large,3556,0.7,0.0
18003,Allen,IN,large,4633,0.6,0.6
39171,Williams,OH,large,6409,0.6,0.6
48133,Eastland,TX,large,3525,0.6,0.0
37123,Montgomery,NC,large,5643,0.5,0.5
18017,Cass,IN,large,6341,0.5,0.5
12015,Charlotte,FL,large,2762,0.4,0.0
37071,Gaston,NC,large,3953,0.4,0.0
27001,Aitkin,MN,large,3587,0.3,0.0
20125,Montgomery,KS,large,6492,0.3,0.3
36011,Cayuga,NY,large,492,0.3,0.0
48027,Bell,TX,large,4973,0.3,0.3
48439,Tarrant,TX,large,5935,0.2,0.1
48013,Atascosa,TX,large,2697,0.2,0.0
53057,Skagit,WA,large,1914,0.1,0.0
22033,East Baton Rouge,LA,large,2967,0.1,0.0
51760,Richmond,VA,large,2905,0.1,0.0
48343,Morris,TX,large,3393,0.1,0.0
48163,Frio,TX,large,3395,0.1,0.0
13059,Clarke,GA,large,3142,0.1,0.0
19153,Polk,IA,large,5106,0.1,0.0
48201,Harris,TX,large,3955,0.1,0.0
06001,Alameda,CA,large,1390,0.1,0.0
17043,DuPage,IL,large,4646,0.1,0.1
53063,Spokane,WA,large,3095,0.1,0.0
48423,Smith,TX,large,4114,0.0,0.0
49005,Cache,UT,large,1485,0.0,0.0
27037,Dakota,MN,large,4744,0.0,0.0
47063,Hamblen,TN,large,3157,0.0,0.0
04013,Maricopa,AZ,large,879,0.0,0.0
05115,Pope,AR,large,2421,0.0,0.0
05051,Garland,AR,large,2080,0.0,0.0
48121,Denton,TX,large,3989,0.0,0.0
48441,Taylor,TX,large,4295,0.0,0.0
12105,Polk,FL,large,2520,0.0,0.0
12095,Orange,FL,large,2832,0.0,0.0
51107,Loudoun,VA,large,4175,0.0,0.0
31013,Box Butte,NE,large,5526,0.0,0.0
13069,Coffee,GA,large,3583,0.0,0.0
17089,Kane,IL,large,4404,0.0,0.0
06037,Los Angeles,CA,large,1067,0.0,0.0
29021,Buchanan,MO,large,4113,0.0,0.0
