fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
32011,Eureka,NV,AGRICULTURAL,153,254.8,0.0
08123,Weld,CO,AGRICULTURAL,599,176.1,0.0
08075,Logan,CO,AGRICULTURAL,293,162.7,0.0
06047,Merced,CA,AGRICULTURAL,227,79.8,0.0
28083,Leflore,MS,AGRICULTURAL,282,61.0,0.0
48011,Armstrong,TX,AGRICULTURAL,814,56.8,0.0
40047,Garfield,OK,AGRICULTURAL,1002,53.6,27.2
21151,Madison,KY,AGRICULTURAL,637,52.6,0.0
53043,Lincoln,WA,AGRICULTURAL,529,52.0,0.0
08063,Kit Carson,CO,AGRICULTURAL,873,49.0,0.0
17075,Iroquois,IL,AGRICULTURAL,637,46.4,0.0
49021,Iron,UT,AGRICULTURAL,691,38.1,0.0
17053,Ford,IL,AGRICULTURAL,819,37.4,0.0
17073,Henry,IL,AGRICULTURAL,834,35.1,0.0
28055,Issaquena,MS,AGRICULTURAL,192,33.7,0.0
42005,Armstrong,PA,AGRICULTURAL,360,33.2,0.0
20021,Cherokee,KS,AGRICULTURAL,1052,29.5,2.3
29205,Shelby,MO,AGRICULTURAL,714,28.8,0.0
42117,Tioga,PA,AGRICULTURAL,921,28.3,0.0
40009,Beckham,OK,AGRICULTURAL,673,27.9,0.0
40015,Caddo,OK,AGRICULTURAL,985,27.6,26.5
17105,Livingston,IL,AGRICULTURAL,900,26.9,0.0
28133,Sunflower,MS,AGRICULTURAL,440,26.5,0.0
17091,Kankakee,IL,AGRICULTURAL,699,26.1,0.0
28029,Copiah,MS,AGRICULTURAL,124,25.7,0.0
31031,Cherry,NE,AGRICULTURAL,1048,25.6,3.8
17135,Montgomery,IL,AGRICULTURAL,745,25.3,0.0
17021,Christian,IL,AGRICULTURAL,576,24.5,0.0
28119,Quitman,MS,AGRICULTURAL,362,24.4,0.0
17107,Logan,IL,AGRICULTURAL,607,24.3,0.0
16051,Jefferson,ID,AGRICULTURAL,462,22.5,0.0
46063,Harding,SD,AGRICULTURAL,852,20.9,0.0
29041,Chariton,MO,AGRICULTURAL,722,20.7,0.0
17115,Macon,IL,AGRICULTURAL,615,20.5,0.0
28051,Holmes,MS,AGRICULTURAL,276,19.0,0.0
31101,Keith,NE,AGRICULTURAL,600,18.9,0.0
20157,Republic,KS,AGRICULTURAL,739,18.7,0.0
35057,Torrance,NM,AGRICULTURAL,865,18.6,14.9
29147,Nodaway,MO,AGRICULTURAL,1035,17.8,2.4
24041,Talbot,MD,AGRICULTURAL,336,16.8,0.0
36017,Chenango,NY,AGRICULTURAL,442,16.7,0.0
17093,Kendall,IL,AGRICULTURAL,706,16.7,0.0
17113,McLean,IL,AGRICULTURAL,985,16.5,10.0
46029,Codington,SD,AGRICULTURAL,1180,15.7,10.7
18177,Wayne,IN,AGRICULTURAL,657,15.7,0.0
39031,Coshocton,OH,AGRICULTURAL,312,15.6,0.0
21017,Bourbon,KY,AGRICULTURAL,735,15.5,0.0
45089,Williamsburg,SC,AGRICULTURAL,312,15.4,0.0
48165,Gaines,TX,AGRICULTURAL,520,15.1,0.0
05037,Cross,AR,AGRICULTURAL,560,15.1,0.0
42063,Indiana,PA,AGRICULTURAL,284,14.6,0.0
39091,Logan,OH,AGRICULTURAL,994,13.6,13.6
48229,Hudspeth,TX,AGRICULTURAL,223,13.4,0.0
06049,Modoc,CA,AGRICULTURAL,453,13.2,0.0
48055,Caldwell,TX,AGRICULTURAL,168,13.1,0.0
48255,Karnes,TX,AGRICULTURAL,476,12.7,0.0
17079,Jasper,IL,AGRICULTURAL,624,12.6,0.0
48283,La Salle,TX,AGRICULTURAL,368,12.5,0.0
31001,Adams,NE,AGRICULTURAL,851,12.5,0.0
30011,Carter,MT,AGRICULTURAL,881,12.4,0.0
36037,Genesee,NY,AGRICULTURAL,352,12.4,0.0
31125,Nance,NE,AGRICULTURAL,847,12.1,0.0
17027,Clinton,IL,AGRICULTURAL,651,12.1,0.0
27165,Watonwan,MN,AGRICULTURAL,1030,11.2,2.5
48491,Williamson,TX,AGRICULTURAL,637,10.9,0.0
27027,Clay,MN,AGRICULTURAL,674,10.8,0.0
29101,Johnson,MO,AGRICULTURAL,867,10.7,0.0
08027,Custer,CO,AGRICULTURAL,118,10.6,0.0
48109,Culberson,TX,AGRICULTURAL,398,10.3,0.0
29091,Howell,MO,AGRICULTURAL,568,10.3,0.0
27005,Becker,MN,AGRICULTURAL,700,10.3,0.0
29199,Scotland,MO,AGRICULTURAL,706,10.2,0.0
56003,Big Horn,WY,AGRICULTURAL,339,10.2,0.0
30041,Hill,MT,AGRICULTURAL,815,10.1,0.0
29115,Linn,MO,AGRICULTURAL,1002,10.0,9.8
05023,Cleburne,AR,AGRICULTURAL,413,9.6,0.0
20087,Jefferson,KS,AGRICULTURAL,958,9.6,3.7
48127,Dimmit,TX,AGRICULTURAL,390,9.4,0.0
48051,Burleson,TX,AGRICULTURAL,414,9.4,0.0
30015,Chouteau,MT,AGRICULTURAL,983,9.3,0.9
