fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_fom,wind_tp_fom,wind_ep_fom
17031,Cook,IL,COMMERCIAL & INDUSTRIAL,527,13.6,0.0
18157,Tippecanoe,IN,COMMERCIAL & INDUSTRIAL,732,2.6,0.0
48359,Oldham,TX,COMMERCIAL & INDUSTRIAL,709,2.3,0.0
08073,Lincoln,CO,COMMERCIAL & INDUSTRIAL,257,1.6,0.0
20099,Labette,KS,COMMERCIAL & INDUSTRIAL,879,1.5,0.0
49021,Iron,UT,COMMERCIAL & INDUSTRIAL,665,1.3,0.0
49027,Millard,UT,COMMERCIAL & INDUSTRIAL,333,1.3,0.0
35009,Curry,NM,COMMERCIAL & INDUSTRIAL,598,1.0,0.0
48355,Nueces,TX,COMMERCIAL & INDUSTRIAL,595,1.0,0.0
31105,Kimball,NE,COMMERCIAL & INDUSTRIAL,826,0.9,0.0
13127,Glynn,GA,COMMERCIAL & INDUSTRIAL,108,0.6,0.0
26099,Macomb,MI,COMMERCIAL & INDUSTRIAL,293,0.6,0.0
46073,Jerauld,SD,COMMERCIAL & INDUSTRIAL,481,0.5,0.0
29187,St. Francois,MO,COMMERCIAL & INDUSTRIAL,817,0.5,0.0
49049,Utah,UT,COMMERCIAL & INDUSTRIAL,82,0.5,0.0
17117,Macoupin,IL,COMMERCIAL & INDUSTRIAL,744,0.5,0.0
48133,Eastland,TX,COMMERCIAL & INDUSTRIAL,627,0.5,0.0
37155,Robeson,NC,COMMERCIAL & INDUSTRIAL,486,0.5,0.0
48039,Brazoria,TX,COMMERCIAL & INDUSTRIAL,181,0.5,0.0
55087,Outagamie,WI,COMMERCIAL & INDUSTRIAL,806,0.4,0.0
05081,Little River,AR,COMMERCIAL & INDUSTRIAL,197,0.4,0.0
38093,Stutsman,ND,COMMERCIAL & INDUSTRIAL,631,0.4,0.0
08035,Douglas,CO,COMMERCIAL & INDUSTRIAL,22,0.4,0.0
37041,Chowan,NC,COMMERCIAL & INDUSTRIAL,975,0.3,0.0
37071,Gaston,NC,COMMERCIAL & INDUSTRIAL,319,0.3,0.0
48027,Bell,TX,COMMERCIAL & INDUSTRIAL,634,0.3,0.0
42019,Butler,PA,COMMERCIAL & INDUSTRIAL,388,0.3,0.0
48113,Dallas,TX,COMMERCIAL & INDUSTRIAL,283,0.2,0.0
04003,Cochise,AZ,COMMERCIAL & INDUSTRIAL,82,0.2,0.0
39101,Marion,OH,COMMERCIAL & INDUSTRIAL,611,0.2,0.0
27021,Cass,MN,COMMERCIAL & INDUSTRIAL,623,0.2,0.0
26137,Otsego,MI,COMMERCIAL & INDUSTRIAL,777,0.2,0.0
46099,Minnehaha,SD,COMMERCIAL & INDUSTRIAL,594,0.2,0.0
17097,Lake,IL,COMMERCIAL & INDUSTRIAL,609,0.2,0.0
53073,Whatcom,WA,COMMERCIAL & INDUSTRIAL,314,0.2,0.0
20055,Finney,KS,COMMERCIAL & INDUSTRIAL,586,0.2,0.0
48013,Atascosa,TX,COMMERCIAL & INDUSTRIAL,26,0.2,0.0
51059,Fairfax,VA,COMMERCIAL & INDUSTRIAL,225,0.2,0.0
06065,Riverside,CA,COMMERCIAL & INDUSTRIAL,340,0.1,0.0
37061,Duplin,NC,COMMERCIAL & INDUSTRIAL,546,0.1,0.0
24033,Prince George's,MD,COMMERCIAL & INDUSTRIAL,313,0.1,0.0
55141,Wood,WI,COMMERCIAL & INDUSTRIAL,455,0.1,0.0
27005,Becker,MN,COMMERCIAL & INDUSTRIAL,513,0.1,0.0
18003,Allen,IN,COMMERCIAL & INDUSTRIAL,701,0.1,0.0
29189,St. Louis,MO,COMMERCIAL & INDUSTRIAL,509,0.1,0.0
22079,Rapides,LA,COMMERCIAL & INDUSTRIAL,148,0.1,0.0
