fips,county_name,state_abbr,land_use_short,wind_breakeven_cost_btm,wind_tp_btm,wind_ep_btm
36045,Jefferson,NY,RESIDENTIAL,13153,9.8,9.8
04015,Mohave,AZ,RESIDENTIAL,13936,8.8,8.8
21047,Christian,KY,RESIDENTIAL,9316,7.1,7.1
48421,Sherman,TX,RESIDENTIAL,10862,5.9,5.9
36091,Saratoga,NY,RESIDENTIAL,8108,5.6,5.6
21185,Oldham,KY,RESIDENTIAL,9090,4.2,4.2
36075,Oswego,NY,RESIDENTIAL,10212,3.9,3.9
36081,Queens,NY,RESIDENTIAL,8759,3.7,3.7
12099,Palm Beach,FL,RESIDENTIAL,11700,3.5,3.5
48453,Travis,TX,RESIDENTIAL,9552,3.2,3.2
35029,Luna,NM,RESIDENTIAL,12235,3.1,3.1
36005,Bronx,NY,RESIDENTIAL,8236,3.0,3.0
05107,Phillips,AR,RESIDENTIAL,7857,2.9,2.9
21213,Simpson,KY,RESIDENTIAL,10530,2.3,2.3
26033,Chippewa,MI,RESIDENTIAL,4978,2.3,1.6
36019,Clinton,NY,RESIDENTIAL,10532,2.3,2.3
27071,Koochiching,MN,RESIDENTIAL,13635,2.2,2.2
21161,Mason,KY,RESIDENTIAL,10262,2.2,2.2
21009,Barren,KY,RESIDENTIAL,10168,2.1,2.1
12086,Miami-Dade,FL,RESIDENTIAL,11135,1.9,1.9
06059,Orange,CA,RESIDENTIAL,8920,1.9,1.0
40081,Lincoln,OK,RESIDENTIAL,10491,1.8,1.8
06073,San Diego,CA,RESIDENTIAL,14097,1.8,1.8
31063,Frontier,NE,RESIDENTIAL,11202,1.8,1.8
24031,Montgomery,MD,RESIDENTIAL,8747,1.8,1.8
12011,Broward,FL,RESIDENTIAL,10940,1.8,1.7
12039,Gadsden,FL,RESIDENTIAL,6324,1.7,1.7
46013,Brown,SD,RESIDENTIAL,10332,1.7,1.7
26099,Macomb,MI,RESIDENTIAL,3827,1.7,0.0
01105,Perry,AL,RESIDENTIAL,7351,1.6,1.6
46105,Perkins,SD,RESIDENTIAL,9332,1.6,1.6
40145,Wagoner,OK,RESIDENTIAL,8914,1.6,1.6
21239,Woodford,KY,RESIDENTIAL,9056,1.6,1.6
40133,Seminole,OK,RESIDENTIAL,10637,1.6,1.6
